ticker,name,market_cap,sector,industry,website,employees,price,sma50,sma200,disparity_200,rsi14,rsi14_prev,rsi14_min_10,bb_upper,bb_lower,vol_ratio,tenkan,kijun,cloud_top,cloud_bot,c1_below_sma200,c4_bb_signal,c5_volume,c6a_tenkan_cross,c6b_below_cloud,c6c_cloud_breakout,c6d_inside_cloud,shares
SNPS,Synopsys,86122456099.0,Technology,Software - Infrastructure,https://www.synopsys.com,28000.0,449.58,422.339,483.122,-6.943,63.615,60.895,40.017,447.474,372.658,0.931,423.545,419.26,469.865,428.44,True,False,False,True,False,False,True,191562027
AOS,A. O. Smith,7284254583.0,Industrials,Specialty Industrial Machinery,https://www.aosmith.com,11500.0,64.82,70.675,69.577,-6.837,44.037,38.004,36.574,67.747,62.753,1.586,65.015,65.155,74.096,73.465,True,False,True,False,True,False,False,112376652
DHR,Danaher Corporation,137824461850.0,Healthcare,Diagnostics & Research,https://www.danaher.com,58000.0,194.75,199.085,208.893,-6.771,50.159,48.852,43.688,199.707,182.556,1.108,194.23,190.705,217.591,205.395,True,False,False,False,True,False,False,707699419
ISRG,Intuitive Surgical,166649171183.0,Healthcare,Medical Instruments & Supplies,https://www.intuitive.com,17021.0,469.21,479.746,503.091,-6.735,50.347,43.046,33.485,479.483,444.977,1.492,461.03,471.105,534.785,490.303,True,False,False,False,True,False,False,355169692
MRSH,Marsh McLennan,84699473276.0,Financial Services,Insurance Brokers,https://www.corporate.marsh.com/global/home.html,95000.0,175.8,175.664,187.821,-6.4,51.608,61.313,40.686,179.148,167.682,1.176,174.255,173.748,180.914,179.832,True,False,False,True,True,False,False,481794501
SYK,Stryker Corporation,131486153740.0,Healthcare,Medical Devices,https://www.stryker.com,56000.0,343.32,352.733,366.251,-6.261,51.537,46.21,38.701,347.713,321.554,1.235,340.25,337.055,363.427,363.427,True,False,False,True,True,False,False,382984253
KDP,Keurig Dr Pepper,36045410545.0,Consumer Defensive,Beverages - Non-Alcoholic,https://www.keurigdrpepper.com,30600.0,26.53,27.556,28.287,-6.21,50.161,43.293,33.67,26.746,25.401,1.048,25.965,26.327,28.912,28.697,True,False,False,False,True,False,False,1358666059
RSG,Republic Services,64157842831.0,Industrials,Waste Management,https://www.republicservices.com,42000.0,207.66,220.663,221.35,-6.185,31.042,33.615,31.042,224.046,208.129,1.345,214.76,217.505,223.448,220.035,True,False,False,False,True,False,False,308956192
COO,Cooper Companies (The),13669714724.0,Healthcare,Medical Instruments & Supplies,https://www.coopercos.com,15000.0,70.06,75.868,74.631,-6.125,40.287,36.525,34.518,72.311,69.014,1.408,70.665,70.925,78.885,78.545,True,False,False,False,True,False,False,195114398
PGR,Progressive Corporation,118387752000.0,Financial Services,Insurance - Property & Casualty,https://www.progressive.com,70053.0,202.58,203.617,215.582,-6.031,52.316,53.65,38.415,207.38,192.416,1.007,199.59,200.096,207.548,206.888,True,False,False,False,True,False,False,584400000
MCO,Moody's Corporation,81054064481.0,Financial Services,Financial Data & Stock Exchanges,https://www.moodys.com,16076.0,455.35,443.37,484.201,-5.959,57.262,53.66,41.369,453.506,422.623,1.487,441.835,440.715,473.556,454.059,True,False,False,True,False,False,True,178003875
AMP,Ameriprise Financial,41372626998.0,Financial Services,Asset Management,https://www.ameriprise.com,13600.0,456.2,461.4,484.989,-5.936,52.23,53.952,36.437,467.293,426.256,1.507,447.35,447.13,494.924,477.667,True,False,False,True,True,False,False,90689669
NCLH,Norwegian Cruise Line Holdings,9561903005.0,Consumer Cyclical,Travel Services,https://www.nclhltd.com,44500.0,20.99,21.105,22.289,-5.828,54.552,49.229,42.905,21.46,17.902,1.509,20.23,19.89,21.82,21.805,True,False,False,False,True,False,False,455545641
WTW,Willis Towers Watson,28038610982.0,Financial Services,Insurance Brokers,https://www.wtwco.com,46900.0,297.64,293.13,315.977,-5.803,56.585,55.017,39.565,297.349,281.004,1.085,285.925,285.925,309.267,303.424,True,False,False,False,True,False,False,94203101
INSM,Insmed Incorporated,31186318488.0,Healthcare,Biotechnology,https://www.insmed.com,1664.0,144.48,149.748,153.335,-5.775,42.309,40.226,40.226,169.751,134.692,0.78,153.03,150.96,162.505,149.03,True,False,False,False,True,False,False,215852149
A,Agilent Technologies,34440744373.0,Healthcare,Diagnostics & Research,https://www.agilent.com,18000.0,121.87,118.29,129.247,-5.707,61.53,54.342,44.649,121.334,108.897,2.05,117.415,115.79,131.41,121.341,True,False,True,False,False,False,True,282602317
AZO,AutoZone,58861462232.0,Consumer Cyclical,Auto Parts,https://www.autozone.com,78000.0,3572.38,3574.165,3777.065,-5.419,55.552,50.256,43.061,3585.261,3266.547,1.412,3492.875,3503.025,3723.16,3548.875,True,False,False,False,False,False,True,16476820
WYNN,Wynn Resorts,11360498409.0,Consumer Cyclical,Resorts & Casinos,https://www.wynnresorts.com,28500.0,109.19,105.685,115.283,-5.285,61.102,56.869,45.024,108.971,96.384,1.054,105.985,104.055,111.088,105.243,True,False,False,False,False,False,True,104043396
RJF,Raymond James Financial,29908564865.0,Financial Services,Asset Management,https://www.raymondjames.com,19500.0,151.75,151.008,160.104,-5.218,55.842,54.491,37.834,154.567,137.556,1.372,148.31,147.885,159.911,155.54,True,False,False,True,True,False,False,197091037
HD,Home Depot (The),348012063705.0,Consumer Cyclical,Home Improvement Retail,https://www.homedepot.com,472400.0,349.4,352.323,368.422,-5.163,57.371,48.731,34.336,348.116,315.54,1.165,333.665,333.665,365.333,365.228,True,False,False,False,True,False,False,996027658
RCL,Royal Caribbean Group,77230419940.0,Consumer Cyclical,Travel Services,https://www.rclinvestor.com,107950.0,285.48,291.999,300.872,-5.116,53.008,42.502,42.502,288.912,260.707,2.157,283.355,282.575,305.331,295.006,True,False,True,False,True,False,False,270528303
MA,Mastercard,461463302022.0,Financial Services,Credit Services,https://www.mastercard.com,39800.0,521.3,510.967,549.095,-5.062,59.646,58.168,46.331,521.616,482.554,1.054,511.145,503.573,538.467,519.467,True,False,False,True,False,False,True,885216386
BKNG,Booking Holdings,152039979136.0,Consumer Cyclical,Travel Services,https://www.bookingholdings.com,23571.0,192.01,171.956,202.242,-5.059,65.356,59.814,50.468,189.241,159.815,1.009,181.235,176.986,185.263,175.026,True,False,False,False,False,False,False,791833650
DLTR,Dollar Tree,20899800127.0,Consumer Defensive,Discount Stores,https://www.dollartree.com,35181.0,105.93,114.812,111.549,-5.037,47.285,35.078,31.505,111.831,98.97,1.94,104.085,107.64,126.85,122.035,True,False,True,False,True,False,False,197298217
SOLV,Solventum,12221602302.0,Healthcare,Medical Instruments & Supplies,https://www.solventum.com,20584.0,70.48,69.748,74.21,-5.026,61.467,56.618,32.216,70.082,61.131,0.643,66.9,66.9,76.487,73.28,True,False,False,False,True,False,False,173405254
ROL,"Rollins, Inc.",26509386420.0,Consumer Cyclical,Personal Services,https://www.rollins.com,21946.0,55.0,57.101,57.879,-4.975,49.659,46.109,38.0,55.552,52.274,0.843,54.73,54.65,60.566,59.423,True,False,False,True,True,False,False,481988844
V,Visa Inc.,532940401493.0,Financial Services,Credit Services,https://www.visa.com,34100.0,317.02,312.112,333.61,-4.973,60.177,58.235,44.044,317.086,294.229,1.146,310.28,306.665,330.481,318.534,True,False,False,True,True,False,False,1681093942
BBY,Best Buy,13744969686.0,Consumer Cyclical,Specialty Retail,https://corporate.bestbuy.com,82000.0,65.73,63.679,69.089,-4.861,58.65,55.163,39.171,66.051,60.592,1.112,63.015,63.055,65.961,64.005,True,False,False,False,False,False,True,209112577
WRB,W. R. Berkley Corporation,25027223906.0,Financial Services,Insurance - Property & Casualty,https://www.berkley.com,8804.0,66.83,68.426,70.235,-4.849,49.705,46.312,41.908,67.503,64.47,0.813,66.61,66.715,70.324,69.179,True,False,False,False,True,False,False,374490856
APO,Apollo Global Management,72061183262.0,Financial Services,Asset Management,https://www.apollo.com/institutional/homepage,6140.0,124.62,113.545,130.81,-4.732,68.858,64.957,37.727,121.533,100.575,1.261,114.64,113.34,126.113,112.697,True,False,False,False,False,False,True,578247338
TAP,Molson Coors Beverage Company,7831758349.0,Consumer Defensive,Beverages - Brewers,https://www.molsoncoors.com,16200.0,44.59,45.991,46.67,-4.456,51.611,49.162,46.258,45.949,40.903,1.203,44.39,43.28,49.456,48.117,True,False,False,False,True,False,False,175639344
TDG,TransDigm Group,71488753930.0,Industrials,Aerospace & Defense,https://www.transdigm.com,16500.0,1265.88,1248.14,1322.166,-4.257,56.363,50.847,39.984,1286.393,1102.006,0.969,1234.07,1213.335,1354.415,1301.303,True,False,False,True,True,False,False,56473563
AON,Aon plc,71089641773.0,Financial Services,Insurance Brokers,https://www.aon.com,60000.0,331.8,325.205,346.512,-4.246,54.394,57.115,41.013,334.605,314.279,0.861,322.895,322.895,331.57,330.437,True,False,False,False,False,True,False,214254496
CHTR,Charter Communications,29491799075.0,Communication Services,Telecom Services,https://corporate.charter.com,91900.0,236.62,225.623,246.06,-3.837,62.012,61.617,45.338,232.808,209.079,0.989,228.25,224.915,228.085,214.81,True,False,False,True,False,False,False,124637812
COF,Capital One,128408879526.0,Financial Services,Credit Services,https://www.capitalone.com,76300.0,206.47,194.074,214.453,-3.722,65.551,60.878,42.253,206.187,171.176,1.186,195.54,192.91,218.69,196.208,True,False,False,False,False,False,True,621925120
ORLY,O’Reilly Automotive,78407107521.0,Consumer Cyclical,Auto Parts,https://www.oreillyauto.com,93072.0,93.71,92.628,97.159,-3.55,54.558,51.028,48.501,95.698,88.0,1.013,92.89,91.2,95.615,93.812,True,False,False,False,True,False,False,836699472
MAA,Mid-America Apartment Communities,14885516550.0,Real Estate,REIT - Residential,https://www.maac.com,2507.0,127.94,127.354,132.589,-3.507,60.45,44.42,43.235,126.977,118.108,1.453,125.145,123.768,130.953,129.979,True,False,False,True,True,False,False,116347636
DIS,Walt Disney Company (The),188294844963.0,Communication Services,Entertainment,https://thewaltdisneycompany.com,175560.0,106.29,101.615,110.11,-3.469,69.0,63.832,38.09,105.354,91.45,1.067,100.83,99.26,107.24,103.587,True,False,False,False,False,False,True,1771519851
SCHW,Charles Schwab Corporation,160391816415.0,Financial Services,Capital Markets,https://www.schwab.com,33500.0,92.28,95.178,95.483,-3.354,43.627,44.268,43.627,99.064,90.543,1.861,95.665,95.38,99.174,96.637,True,False,False,True,True,False,False,1738099441
TKO,TKO Group Holdings,14525908433.0,Communication Services,Entertainment,https://tkogrp.com,4000.0,186.31,202.476,192.622,-3.277,37.941,35.28,35.28,204.02,184.977,0.844,190.49,194.575,211.06,208.889,True,True,False,False,True,False,False,77966338
BRK-B,Berkshire Hathaway,660009038490.0,Financial Services,Insurance - Diversified,https://www.berkshirehathaway.com,387800.0,474.58,488.249,490.165,-3.18,41.151,41.742,40.222,484.259,470.815,1.416,475.98,480.485,492.02,490.922,True,False,False,False,True,False,False,1390722404
CDNS,Cadence Design Systems,85872915910.0,Technology,Software - Application,https://www.cadence.com,13800.0,311.03,290.323,321.231,-3.176,62.785,61.019,36.804,307.97,262.018,0.97,290.69,290.69,295.695,292.708,True,False,False,False,False,True,False,276092068
AVB,AvalonBay Communities,24190052828.0,Real Estate,REIT - Residential,https://www.avalonbay.com,3011.0,173.89,170.18,179.259,-2.995,64.045,54.691,49.107,174.522,157.049,1.015,170.48,166.687,175.841,173.06,True,False,False,False,False,False,True,139111236
WFC,Wells Fargo,249467923715.0,Financial Services,Banks - Diversified,https://www.wellsfargo.com,200999.0,81.41,82.615,83.913,-2.983,49.361,48.921,46.32,86.54,75.511,1.361,83.35,80.365,86.891,83.227,True,False,False,False,True,False,False,3064340053
NTAP,NetApp,20626946712.0,Technology,Software - Infrastructure,https://www.netapp.com,11700.0,104.53,100.587,107.715,-2.957,58.774,57.276,39.905,106.199,95.668,0.928,100.295,100.876,101.535,99.592,True,False,False,False,False,True,False,197330400
PM,Philip Morris International,245920490988.0,Consumer Defensive,Tobacco,https://www.pmi.com,84900.0,157.79,171.119,162.376,-2.824,40.115,36.814,35.241,166.858,155.268,1.2,159.28,163.656,176.408,170.979,True,False,False,False,True,False,False,1558530268
MDLZ,Mondelez International,73477889778.0,Consumer Defensive,Confectioners,https://www.mondelezinternational.com,91000.0,57.25,58.093,58.866,-2.746,48.19,47.102,44.139,59.191,55.79,0.87,57.695,56.582,57.978,56.511,True,False,False,False,False,False,True,1283456590
GEHC,GE HealthCare,34066622076.0,Healthcare,Medical Devices,https://www.gehealthcare.com,54000.0,74.66,75.664,76.761,-2.737,54.624,50.027,39.261,75.403,68.301,0.987,72.45,72.178,80.688,78.772,True,False,False,True,True,False,False,456290143
FTNT,Fortinet,60555346033.0,Technology,Software - Infrastructure,https://www.fortinet.com,15109.0,81.84,81.604,84.076,-2.659,52.043,53.5,38.528,84.516,76.912,0.75,81.075,81.215,81.23,81.075,True,False,False,False,False,True,False,739923583
ABBV,AbbVie,368574704119.0,Healthcare,Drug Manufacturers - General,https://www.abbvie.com,57000.0,208.38,217.4,213.79,-2.53,45.571,46.426,37.639,214.347,201.208,1.219,206.175,213.37,223.575,218.874,True,False,False,False,True,False,False,1768762377
NWSA,News Corp (Class A),9513498543.0,Communication Services,Entertainment,https://newscorp.com,22300.0,26.01,24.045,26.666,-2.46,68.816,66.861,51.726,25.748,23.635,0.521,25.285,24.865,24.602,24.142,True,False,False,False,False,False,False,365763112
WAT,Waters Corporation,32175702985.0,Healthcare,Diagnostics & Research,https://www.waters.com,7900.0,327.77,314.194,335.875,-2.413,60.568,54.844,47.613,333.716,284.922,0.492,316.62,308.225,351.845,325.787,True,False,False,False,False,False,True,98165491
SWK,Stanley Black & Decker,11078133845.0,Industrials,Tools & Accessories,https://www.stanleyblackanddecker.com,43500.0,71.34,77.059,73.062,-2.356,48.803,41.821,36.232,74.06,66.219,1.698,70.02,70.02,81.54,79.898,True,False,True,False,True,False,False,155286429
SYY,Sysco,36470655890.0,Consumer Defensive,Food Distribution,https://www.sysco.com,75000.0,76.27,82.164,78.093,-2.334,47.433,39.37,33.355,83.936,67.308,0.826,74.125,76.478,86.371,80.93,True,False,False,False,True,False,False,478178260
ICE,Intercontinental Exchange,91331295904.0,Financial Services,Financial Data & Stock Exchanges,https://www.ice.com,12844.0,161.24,160.035,165.039,-2.302,49.629,53.9,49.629,168.829,152.333,1.563,162.99,160.29,159.599,159.517,True,False,False,False,False,False,False,566430761
CCI,Crown Castle,38710147264.0,Real Estate,REIT - Specialty,https://www.crowncastle.com,1500.0,88.71,85.187,90.754,-2.252,60.965,56.467,52.899,90.433,76.249,1.054,86.295,82.48,85.449,83.437,True,False,False,False,False,False,False,436367346
UDR,"UDR, Inc.",11592018925.0,Real Estate,REIT - Residential,https://www.udr.com,1420.0,35.28,35.726,36.045,-2.123,55.854,44.405,43.123,35.222,32.966,1.012,34.66,34.616,37.312,36.905,True,False,False,True,True,False,False,328571965
AWK,American Water Works,25700815804.0,Utilities,Utilities - Regulated Water,https://www.amwater.com,7000.0,131.61,134.045,134.445,-2.109,42.195,39.742,38.706,140.519,130.524,1.045,134.065,134.855,132.338,129.527,True,True,False,False,False,False,True,195280114
PG,Procter & Gamble,341465420647.0,Consumer Defensive,Household & Personal Products,https://www.pginvestor.com,109000.0,146.93,152.101,150.006,-2.051,51.358,40.566,30.781,146.578,141.324,0.976,144.165,147.1,159.34,151.95,True,False,False,False,True,False,False,2324000685
BLK,BlackRock,163465694275.0,Financial Services,Asset Management,https://www.blackrock.com,24900.0,1052.14,1011.631,1074.162,-2.05,62.327,56.986,43.098,1059.739,913.879,1.293,1011.645,995.695,1046.91,1006.105,True,False,False,False,False,True,False,155364965
INVH,Invitation Homes,16203025948.0,Real Estate,REIT - Residential,https://www.invitationhomes.com,1725.0,27.03,25.605,27.582,-2.0,69.888,61.972,54.396,26.989,23.822,0.766,26.22,25.514,26.4,25.83,True,False,False,False,False,False,False,599446021
AMCR,Amcor,19378196239.0,Consumer Cyclical,Packaging & Containers,https://www.amcor.com,77000.0,41.94,43.557,42.787,-1.98,53.48,45.024,39.195,42.485,37.828,0.795,40.535,40.225,45.343,45.301,True,False,False,False,True,False,False,462045690
TROW,T. Rowe Price,21103419309.0,Financial Services,Asset Management,https://www.troweprice.com,7773.0,96.98,91.182,98.921,-1.962,68.77,65.759,46.242,97.168,85.182,0.79,92.78,91.595,96.759,92.842,True,False,False,False,False,True,False,217605891
ULTA,Ulta Beauty,24202101577.0,Consumer Cyclical,Specialty Retail,https://www.ulta.com,21382.0,553.36,601.072,563.637,-1.823,50.6,43.969,34.266,550.944,506.944,1.427,536.93,577.26,661.875,657.985,True,False,False,False,True,False,False,43736630
AMT,American Tower,85047245600.0,Real Estate,REIT - Specialty,https://www.americantower.com,4866.0,182.36,179.266,185.739,-1.819,59.634,54.169,44.868,182.556,164.487,1.355,177.125,174.714,182.888,179.373,True,False,False,True,False,False,True,466370068
MMM,3M,80736329310.0,Industrials,Conglomerates,https://www.3m.com,60500.0,154.55,155.534,157.413,-1.819,58.935,51.102,38.709,154.896,139.854,1.597,149.51,147.86,162.169,159.527,True,False,True,False,True,False,False,522396178
DHI,D. R. Horton,43400465605.0,Consumer Cyclical,Residential Construction,https://www.drhorton.com,14341.0,149.81,148.499,152.412,-1.707,60.476,51.004,41.842,148.801,131.258,1.183,144.425,142.4,154.037,153.239,True,False,False,False,True,False,False,289703395
CBRE,CBRE Group,44413754729.0,Real Estate,Real Estate Services,https://www.cbre.com,155000.0,151.51,142.546,154.009,-1.622,69.1,64.269,46.145,151.047,127.139,0.886,143.7,141.09,150.025,144.33,True,False,False,False,False,True,False,293140748
NDAQ,"Nasdaq, Inc.",50369810080.0,Financial Services,Financial Data & Stock Exchanges,https://www.nasdaq.com,9525.0,88.61,84.979,90.039,-1.588,56.815,57.643,43.124,89.804,81.684,0.932,85.955,85.365,89.158,86.608,True,False,False,False,False,False,True,568443856
VICI,Vici Properties,31011370861.0,Real Estate,REIT - Diversified,https://www.viciproperties.com,28.0,29.01,28.412,29.458,-1.52,64.245,56.942,47.287,28.866,26.453,1.097,28.365,27.84,28.727,28.518,True,False,False,True,False,True,False,1068988999
NWS,News Corp (Class B),5481119174.0,Communication Services,Entertainment,https://newscorp.com,22300.0,29.96,27.299,30.374,-1.362,72.316,70.035,56.605,29.741,26.865,0.37,29.105,28.375,28.34,27.414,True,False,False,False,False,False,False,182947903
PRU,Prudential Financial,35355771160.0,Financial Services,Insurance - Life,https://www.prudential.com,36607.0,101.65,98.085,102.959,-1.272,66.169,60.41,49.0,101.287,92.476,1.111,99.3,97.365,105.644,99.804,True,False,False,False,False,False,True,347818703
KVUE,Kenvue,33809726166.0,Consumer Defensive,Household & Personal Products,https://www.kenvue.com,21780.0,17.61,17.912,17.833,-1.25,52.448,49.336,32.425,17.778,16.968,0.85,17.217,17.3,18.255,17.774,True,False,False,False,True,False,False,1919916307
AVY,Avery Dennison,13266649507.0,Consumer Cyclical,Packaging & Containers,https://www.averydennison.com,35000.0,172.48,179.063,174.397,-1.099,50.198,39.772,39.088,176.312,162.812,1.012,170.645,168.475,185.493,184.901,True,False,False,False,True,False,False,76917031
RVTY,Revvity,10505040605.0,Healthcare,Diagnostics & Research,https://www.revvity.com,11000.0,93.96,92.466,94.775,-0.86,57.685,47.666,44.39,94.265,83.4,1.2,90.529,89.15,103.239,96.212,True,False,False,False,True,False,False,111803327
CI,Cigna,73466434445.0,Healthcare,Healthcare Plans,https://www.thecignagroup.com,65669.0,278.64,275.635,281.02,-0.847,56.373,54.434,46.971,282.089,258.444,1.206,272.415,268.89,277.154,275.792,True,False,False,False,False,True,False,263660761
CPT,Camden Property Trust,10828721237.0,Real Estate,REIT - Residential,https://www.camdenliving.com,1640.0,103.4,102.895,104.261,-0.825,58.049,47.371,47.371,104.128,94.578,1.04,101.77,99.667,105.435,104.817,True,False,False,True,True,False,False,104726511
AXP,American Express,227467517838.0,Financial Services,Credit Services,https://www.americanexpress.com,76800.0,331.69,317.08,334.182,-0.746,65.999,62.127,49.006,334.084,284.125,1.521,320.845,315.017,338.276,317.962,True,False,True,False,False,False,True,685783466
NXPI,NXP Semiconductors,54589235305.0,Technology,Semiconductors,https://www.nxp.com,32169.0,216.03,211.068,217.439,-0.648,64.158,62.117,42.909,216.061,184.167,1.518,205.46,201.82,223.53,216.957,True,False,True,False,True,False,False,252692845
MAS,Masco,13509979166.0,Industrials,Building Products & Equipment,https://masco.com,18000.0,66.58,66.152,66.899,-0.477,60.915,53.066,37.489,65.955,56.984,1.145,63.305,63.0,70.076,68.436,True,False,False,False,True,False,False,202913475
ESS,Essex Property Trust,16439733581.0,Real Estate,REIT - Residential,https://www.essexapartmenthomes.com,1686.0,254.97,249.385,254.771,0.078,61.003,50.663,50.663,256.239,234.934,0.95,250.935,245.712,252.832,252.414,False,False,False,False,False,True,False,64477129
ZBH,Zimmer Biomet,18346477592.0,Healthcare,Medical Devices,https://www.zimmerbiomet.com,17000.0,94.78,93.303,94.688,0.097,58.764,58.764,49.956,97.177,85.205,0.816,94.115,91.704,94.461,92.788,False,False,False,False,False,False,False,193569082
EW,Edwards Lifesciences,46694111716.0,Healthcare,Medical Devices,https://www.edwards.com,16000.0,80.99,81.285,80.812,0.221,51.334,42.72,36.72,83.458,77.295,1.158,79.935,81.305,82.45,81.05,False,False,False,False,True,False,False,576541693
COR,Cencora,63720470196.0,Healthcare,Medical Distribution,https://www.cencora.com,47000.0,327.56,342.582,326.794,0.235,49.572,44.228,38.657,330.108,311.239,1.136,321.11,333.295,357.052,352.185,False,False,False,False,True,False,False,194530682
PEG,Public Service Enterprise Group,40687201858.0,Utilities,Utilities - Regulated Electric,https://investor.pseg.com,13189.0,81.58,82.751,81.366,0.263,48.087,50.04,45.089,83.465,79.276,1.089,82.33,82.46,83.065,81.813,False,False,False,False,True,False,False,498739910
TSLA,"Tesla, Inc.",1503299301430.0,Consumer Cyclical,Auto Manufacturers,https://www.tesla.com,134785.0,400.62,390.333,398.867,0.439,60.31,56.192,33.701,401.469,334.13,1.294,373.26,373.26,436.15,403.882,False,False,False,False,True,False,False,3752431984
ELV,Elevance Health,70962742068.0,Healthcare,Healthcare Plans,https://www.elevancehealth.com,96129.0,323.05,308.604,321.607,0.449,63.189,58.486,52.582,327.045,279.465,0.857,315.455,303.535,326.905,304.563,False,False,False,False,False,False,True,219664888
GD,General Dynamics,91082754932.0,Industrials,Aerospace & Defense,https://www.gd.com,117000.0,336.29,349.035,334.378,0.572,40.879,39.209,37.981,354.178,333.287,0.925,340.634,345.038,353.284,349.686,False,False,False,False,True,False,False,270845862
MTD,Mettler Toledo,27144740833.0,Healthcare,Diagnostics & Research,https://www.mt.com,16600.0,1340.58,1298.791,1331.752,0.663,59.007,50.22,50.056,1363.819,1203.482,0.771,1309.375,1264.28,1353.635,1296.422,False,False,False,False,False,False,True,20248505
VMC,Vulcan Materials Company,38057143239.0,Basic Materials,Building Materials,https://www.vulcanmaterials.com,11548.0,291.71,289.079,289.707,0.691,57.009,52.177,50.745,304.808,254.086,0.746,287.58,275.92,298.207,293.386,False,False,False,False,True,False,False,130462251
TMO,Thermo Fisher Scientific,195695809229.0,Healthcare,Diagnostics & Research,https://www.thermofisher.com,125000.0,526.6,502.992,522.939,0.7,60.558,56.518,46.007,531.299,463.381,1.127,506.43,495.6,566.999,522.581,False,False,False,False,False,False,True,371621362
VRTX,Vertex Pharmaceuticals,112223515082.0,Healthcare,Biotechnology,https://www.vrtx.com,6400.0,441.2,461.444,438.032,0.723,45.654,42.079,37.537,457.177,429.555,0.775,436.54,457.615,479.295,468.46,False,False,False,False,True,False,False,254359735
MLM,Martin Marietta Materials,37480566500.0,Basic Materials,Building Materials,https://www.martinmarietta.com,9600.0,622.02,627.373,617.274,0.769,54.592,48.768,46.392,644.982,555.079,1.296,612.24,596.485,649.869,642.201,False,False,False,False,True,False,False,60256208
AIG,American International Group,42083317464.0,Financial Services,Insurance - Diversified,https://www.aig.com,22100.0,78.68,77.037,77.939,0.951,60.147,58.328,51.267,79.088,72.936,0.758,77.595,76.28,78.805,77.851,False,False,False,False,False,False,True,534866770
WM,Waste Management,90232480341.0,Industrials,Waste Management,https://www.wm.com,60500.0,223.95,232.516,221.567,1.075,37.876,38.058,37.876,235.961,221.883,1.261,228.62,230.19,236.943,230.568,False,False,False,False,True,False,False,402913509
T,AT&T,185096677947.0,Communication Services,Telecom Services,https://www.att.com,133030.0,26.51,27.601,26.224,1.089,43.065,41.694,27.921,29.728,25.239,0.82,26.567,27.038,27.549,25.854,False,True,False,False,False,False,True,6982145528
ECL,Ecolab,77610051446.0,Basic Materials,Specialty Chemicals,https://www.ecolab.com,48000.0,274.8,281.407,271.832,1.092,53.01,46.562,39.076,277.883,257.105,1.706,269.07,265.83,290.998,283.445,False,False,True,True,True,False,False,282423768
SHW,Sherwin-Williams,85476059351.0,Basic Materials,Specialty Chemicals,https://www.sherwin-williams.com,64249.0,345.55,337.895,341.739,1.115,62.278,54.136,39.883,345.041,303.136,1.538,330.6,326.085,348.624,345.484,False,False,True,False,False,False,True,247362348
HSY,Hershey Company (The),28524156882.0,Consumer Defensive,Confectioners,https://www.thehersheycompany.com,17550.0,192.63,216.976,190.36,1.193,31.449,29.224,29.224,221.765,190.28,1.546,200.37,205.515,222.063,208.482,False,True,True,False,True,False,False,148077438
CCL,Carnival,36203586195.0,Consumer Cyclical,Travel Services,https://www.carnivalcorp.com,160000.0,29.22,28.161,28.875,1.194,59.067,51.433,44.443,29.647,23.265,1.27,27.45,26.91,28.672,28.193,False,False,False,False,False,True,False,1239000212
META,Meta Platforms,1512087189617.0,Communication Services,Internet Content & Information,https://www.meta.com,78865.0,688.55,629.56,680.262,1.218,69.821,67.645,40.965,694.475,512.9,0.882,628.14,605.89,671.425,660.267,False,False,False,False,False,True,False,2196045588
SW,Smurfit Westrock,22144487439.0,Consumer Cyclical,Packaging & Containers,https://www.smurfitwestrock.com,97000.0,42.24,43.082,41.723,1.24,54.565,49.959,43.843,43.534,37.234,1.468,41.125,39.725,44.895,44.787,False,False,False,False,True,False,False,524253964
LH,Labcorp,22246389611.0,Healthcare,Diagnostics & Research,https://www.labcorp.com,61770.0,270.68,273.353,267.113,1.335,51.649,46.885,40.539,276.023,259.815,0.958,267.86,267.86,276.524,267.838,False,False,False,False,False,False,True,82187046
CARR,Carrier Global,51228771489.0,Industrials,Building Products & Equipment,https://www.carrier.com,47000.0,61.32,60.406,60.493,1.367,55.095,51.4,41.049,64.732,52.176,0.88,59.82,59.38,61.456,59.178,False,False,False,False,False,False,True,835433325
UAL,United Airlines Holdings,33049307088.0,Industrials,Airlines,https://www.united.com,113200.0,101.8,99.6,100.378,1.416,58.44,49.85,42.51,100.73,86.295,1.536,96.315,95.31,101.955,100.075,False,False,False,False,False,False,True,324649382
MCD,McDonald's,221323291188.0,Consumer Cyclical,Restaurants,https://www.mcdonalds.com,150000.0,311.36,319.268,306.77,1.496,50.201,43.242,35.846,312.202,303.258,1.021,307.035,316.01,328.695,318.262,False,False,False,False,True,False,False,710827631
KR,Kroger,41771530914.0,Consumer Defensive,Grocery Stores,https://www.thekrogerco.com,403000.0,68.19,70.483,67.173,1.514,42.595,40.841,35.902,75.256,66.238,1.092,69.715,71.115,69.765,66.579,False,True,False,False,False,False,True,612575611
MSCI,MSCI Inc.,41572493121.0,Financial Services,Financial Data & Stock Exchanges,https://www.msci.com,6268.0,568.55,548.239,559.639,1.592,59.148,57.683,44.275,568.489,522.386,1.634,552.71,546.45,561.467,555.925,False,False,False,False,False,True,False,73120206
PHM,PulteGroup,24241787802.0,Consumer Cyclical,Residential Construction,https://pultegroupinc.com,6506.0,126.53,126.591,124.292,1.8,58.632,48.625,38.58,125.076,112.639,1.37,121.565,121.325,131.432,129.998,False,False,False,True,True,False,False,191589250
